comp_name,comp_type,comp_size,region,city,Salary,contract,exper,gender
شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,Private company,Great,Riyadh,AR RIYADH...,7000,Full Time,4,M
شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,Private company,Great,Riyadh,AR RIYADH...,7000,Full Time,4,M
شركة نابكو للمنتجات الورقية,Private company,Giant,makkah,JEDDAH...,5000,Full Time,2,M
شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,Private company,Great,Riyadh,AR RIYADH...,7000,Full Time,4,M
شركة اتقان الصيانة للمقاولات,Private company,Medium class B,Riyadh,AR RIYADH...,6000,Full Time,2,both
شركة الإحسان الأهلية,Private company,Medium class B,Riyadh,ABA ASLAB...,5000,Full Time,2,both
شركة الإحسان الأهلية,Private company,Medium class B,Riyadh,ABA ASLAB...,5000,Full Time,0,both
شركة الإحسان الأهلية,Private company,Medium class B,Riyadh,ABA ASLAB...,5000,Full Time,0,both
شركة الإحسان الأهلية,Private company,Medium class B,Riyadh,ABA ASLAB...,5000,Full Time,0,M
شركة الإحسان الأهلية,Private company,Medium class B,Riyadh,ABA ASLAB...,5000,Full Time,2,both
اللحم المقطع للوجبات السريعة,Private company,Small class B,Riyadh,AR RIYADH...,4002,Full Time,0,F
شركه يونيتشارم الخليج للصناعات الصحيه المحدوده,Private company,Great,Riyadh,AR RIYADH...,7000,Full Time,0,M
مطعم هشام عطيه صالح الغامدي للأكلات الشعبية,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
مؤسسة خالد عواض اللحياني للمقاولات,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,0,F
شركة الركن التنفيذي التجارية شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,2,F
مؤسسة هوى لبنان لتقديم الوجبات,Private company,Small class B,almadinat almunawara,YANBU...,4000,Full Time,0,F
شركة طيران اديل,Private company,Great,makkah,JEDDAH...,35000,Full Time,10,both
بوفية الوجبة الصحية واحد لتقديم الوجبات,Private company,Small class B,almintaqat alsharqia,AL MUBARR...,6000,Full Time,0,M
مطبخ ثمرات البركة لتقديم الوجبات,Private company,Small class A,makkah,AL 'UFAYR...,4000,Remote work,0,both
الفلاح الراقي للوحدات السكنية المفروشة لصاحبتها شاخه فيحان,Private company,Small class B,makkah,MAKKAH AL...,3200,Full Time,0,both
ورشة عبدالعزيز بن حسين بن أحمد آل ناجي لصيانة السيارات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,M
محل الف روز للزهور,Private company,Small class A,almadinat almunawara,ABA AL BA...,3200,Full Time,0,both
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,5700,Full Time,2,M
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,7000,Full Time,4,M
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,5700,Full Time,4,M
مكتب ابراج الوطن للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,4,F
شركة أوقية المحدودة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,7000,Full Time,4,M
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,13200,Full Time,7,M
مطاعم وفرة الغذاء لتقديم الوجبات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,F
شركة صقور العرب للمقاولات العامة,Private company,Small class B,Riyadh,AR RIYADH...,5700,Full Time,0,M
معهد الجودة بلس للتدريب,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,both
شركة لحظات القهوة للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,2,M
شركة لحظات القهوة للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,2,F
شركة واحة المسك للتشغيل والصيانة,Private company,Small class B,makkah,MAKKAH AL...,4000,Full Time,0,both
شركة أرجاء الشمالية التجارية,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,M
مركز رضوى للحجامة,Private company,Small class B,almadinat almunawara,YANBU AL ...,5000,Full Time,0,both
مركز سكاكا الجوف للحجامة,Private company,Small class B,Al-Jawf,SAKAKA...,5000,Full Time,0,both
أسواق المسارات الرائعة للتجارة,Private company,Small class B,Asir,MUHAYIL...,3000,Full Time,0,both
شركة أركان البيوت العقارية,Private company,Small class B,makkah,JEDDAH...,6000,Full Time,2,both
شركة التجارب العصريه التجارية,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,M
مؤسسة قدور نجد لخدمات الاعاشة,Private company,Medium class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة بشار محمد قطامش للمقاولات شركة الشخص الواحد,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة وكف القهوة للتجارة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,7757,Full Time,0,M
شركة صقور العرب للمقاولات العامة,Private company,Small class B,Riyadh,AR RIYADH...,5700,Full Time,0,M
شركة لؤلؤة الغربية التجارية (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,7000,Full Time,2,both
شركة لؤلؤة الغربية التجارية (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,both
جمعية خيرية للخدمات الصحية,Private company,Medium class A,Al-Baha,AL BAHA...,4000,Full Time,0,F
شركة الناقل العاجل للخدمات اللوجستية,Private company,Small class B,Asir,AL MAHALA...,5000,Full Time,0,M
مؤسسة أيوب سعد بن سعيد ال غوينم القحطاني التجارية,Private company,Small class B,Asir,ABRAQ AN ...,4500,Full Time,0,M
مكتب سواعد ينبع للاستقدام,Private company,Small class B,almadinat almunawara,ABA AL BA...,3200,Full Time,0,M
شركة افنسبل سولوشنس لتقنية نظم المعلومات ـ شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,0,both
مؤسسة المربع الذهبي للوجبات السريعة,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,F
شركة إختبار التربة للقياس,Private company,Medium class C,alhudud alshamalia,IBN SUQI...,18000,Full Time,10,M
شركة رؤيتك المحدودة شركة شخص واحد,Private company,Small class B,Riyadh,ABA AL KI...,4500,Full Time,0,both
شركة متوازي للاستشارات الهندسية,Private company,Small class A,almadinat almunawara,ABA AL BA...,8000,Full Time,10,both
الشركة السعودية العالمية للموانىء,Private company,Great,almintaqat alsharqia,AD DAMMAM...,6250,Full Time,4,M
شركة بدر حمدى حامد البلوى للاستثمار  شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,5500,Full Time,2,both
مؤسسة بيكسل بيرفكت للتشغيل والصيانة,Private company,Small class B,makkah,JEDDAH...,3500,Full Time,0,F
مؤسسة حديقة الجوري للزهور,Private company,Small class A,Al-Qassim,UNAYZAH...,6000,Full Time,0,both
مؤسسة إكتفاء لنقل وتوزيع المياه,Private company,Small class B,Riyadh,AR RIYADH...,4000,Remote work,0,both
محل امتنان محمد بن يحى الموسى لقطع غيار السيارات,Private company,Small class A,Al-Qassim,UNAYZAH...,4000,Full Time,0,M
مجمع فيو لطب الاسنان,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,F
مكتب محمد يحي الشهراني للمحاسبه والمراجعه,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,0,F
شركة جيزة العربية للأنظمة,Private company,Medium class B,Tabuk,ABA AL QI...,10000,Full Time,7,both
شركة جيزة العربية للأنظمة,Private company,Medium class B,Tabuk,ABA AL QI...,7500,Full Time,4,M
شركة جيزة العربية للأنظمة,Private company,Medium class B,Tabuk,ABA AL QI...,7500,Full Time,4,M
شركة جيزة العربية للأنظمة,Private company,Medium class B,Tabuk,ABA AL QI...,7500,Full Time,2,M
مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,Private company,Medium class C,Riyadh,AR RIYADH...,10000,Full Time,7,both
شركة الانظمة التوافقية لتقنية المعلومات (شركة شخص واحد),Private company,Small class B,Riyadh,ABA ASLAB...,7500,Full Time,2,M
مؤسسة كيدز تويز التجارية,Private company,Small class B,almadinat almunawara,AL MADINA...,4000,Full Time,0,both
شركة الفصل الخامس للتجارة,Private company,Small class B,Riyadh,AL KHARJ...,4500,Full Time,0,M
شركة الفصل الخامس للتجارة,Private company,Small class B,Riyadh,AL KHARJ...,4500,Full Time,0,F
مؤسسة انيسة القصيم التجارية,Private company,Small class A,Al-Qassim,AD DALFA'...,4000,Full Time,2,M
شركة الاداء المتوازن للمقاولات,Private company,Medium class C,almadinat almunawara,AL MADINA...,7000,Full Time,7,M
شركة جيزة العربية للأنظمة,Private company,Medium class B,Tabuk,ABA AL QI...,5000,Full Time,4,M
مركز السحاب للرياضة النسائية,Private company,Small class A,almintaqat alsharqia,AL JUBAIL...,4000,Full Time,0,F
شركة خيرات ريفي المحدوده,Private company,Medium class B,makkah,JEDDAH...,4500,Full Time,0,both
مركز التوحد الأول بجدة,Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,2,F
مركز التوحد الأول بجدة,Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,2,F
شـركة عصــام الإقتصـــاديه وشــركاه المحـدوده.,Private company,Medium class A,makkah,JEDDAH...,4500,Full Time,0,M
فرع شركة اجود الاطعمة,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,0,both
مؤسسة عبدالعزيز حمود عبدالعزيز القصير للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
مؤسسة روح العزيمة للصيانة والنظافة,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,2,F
شركة العيد للاستقدام,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,0,F
مؤسسة نور الإناره للتجارة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4500,Full Time,0,M
شركة ايوان جيفت التجارية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4500,Full Time,0,F
مكتب فايد للاستشارات الهندسية,Private company,Small class B,almadinat almunawara,AL MADINA...,7000,Full Time,2,both
مكتب الطاقات الذكية للاستشارات الهندسية,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,7000,Full Time,7,both
شركة الاعمال الشاملة للتشغيل والصيانة,Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,0,M
مؤسسة ايرون استيل التجارية,Private company,Small class A,makkah,JEDDAH...,5000,Full Time,2,F
مجموعة اجير المتحدة للتشغيل والصيانة,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
صالون دار الأناقة و الجمال للتزيين النسائي,Private company,Small class B,makkah,JEDDAH...,3600,Full Time,2,F
شركة بيت مصادر الخليج للموارد البشرية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة بيت مصادر الخليج للموارد البشرية,Private company,Small class A,Riyadh,AR RIYADH...,4500,Full Time,0,both
شركة نواف صالح البطي للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
مصنع كون الإنجاز للصناعة,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,0,both
مصنع كون الإنجاز للصناعة,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,0,both
مصنع كون الإنجاز للصناعة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شقق نور مينا الشرق للوحدات السكنية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,M
شركة افنان العزيزية للصناعة,Private company,Small class B,Riyadh,MALHAM...,4000,Full Time,0,both
شركة افنان العزيزية للصناعة,Private company,Small class B,Riyadh,MALHAM...,4000,Full Time,0,both
شركة افنان العزيزية للصناعة,Private company,Small class B,Riyadh,MALHAM...,6000,Full Time,0,both
شركة ضوء المستقبل للتعليم,Private company,Medium class A,Riyadh,AR RIYADH...,5500,Full Time,2,F
شركة ضوء المستقبل للتعليم,Private company,Medium class A,Riyadh,AR RIYADH...,5000,Full Time,2,F
مقهى ذات الشعر الأحمر لتقديم المشروبات,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
مغاسل مسار السرعة لخدمات السيارات,Private company,Small class B,makkah,MAKKAH AL...,6000,Full Time,4,both
مؤسسة وسق لتنظيم المعارض والمؤتمرات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,both
شركه الاتقان والتجهيزات المعدنيه,Private company,Small class B,Riyadh,AR RIYADH...,4200,Full Time,0,both
مصنع شركة بون للصناعات الطبية,Private company,Medium class A,Riyadh,AR RIYADH...,8000,Full Time,2,M
شركة الهنوف للمقاولات,Private company,Giant,Tabuk,ABA AL QI...,8000,Full Time,0,both
مصنع شركة بون للصناعات الطبية,Private company,Medium class A,Riyadh,AR RIYADH...,8000,Full Time,2,M
شركة انظمة تيرأ للاتصالات وتقنية المعلومات,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,0,M
شركة المطهرات الخليجية المحدودة شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,both
شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,10000,Full Time,4,both
شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,10000,Full Time,4,both
شركه دار الوساطه للتأمين المحدوده,Private company,Medium class A,makkah,JEDDAH...,5000,Full Time,0,both
شركة فنون التعبئة للمنتجات الغذائية,Private company,Small class B,makkah,JEDDAH...,8000,Full Time,2,both
شركة فنون التعبئة للمنتجات الغذائية,Private company,Small class B,makkah,JEDDAH...,6999,Full Time,2,both
شركة فنون التعبئة للمنتجات الغذائية,Private company,Small class B,makkah,JEDDAH...,7000,Full Time,2,F
شركة فنون التعبئة للمنتجات الغذائية,Private company,Small class B,makkah,JEDDAH...,7000,Full Time,2,F
شركة فنون التعبئة للمنتجات الغذائية,Private company,Small class B,makkah,JEDDAH...,7000,Remote work,2,F
شركة الانماء العربي للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,0,both
شركة المساحون العرب نصر أحمد اسحاق الحسيني للاستشارات الهندس,Private company,Small class B,Riyadh,AR RIYADH...,15000,Full Time,7,both
مطعم فطائر الآب للوجبات السريعة,Private company,Small class B,almadinat almunawara,YANBU AL ...,4000,Full Time,0,M
مصنع غربله لمواد البناء,Private company,Medium class A,makkah,JEDDAH...,4408,Full Time,0,F
شركـة ايجاد التقنية لتقنية المعلومات,Private company,Small class B,Najran,ABA AR RA...,10000,Full Time,0,both
مؤسسة واحة القمة التجارية,Private company,Small class A,Riyadh,AR RIYADH...,4006,Full Time,2,F
مؤسسة واحة القمة التجارية,Private company,Small class A,Riyadh,AR RIYADH...,4006,Full Time,0,both
مؤسسة التكتيك المتقدمه للمقاولات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,M
جمعية ريادة لبناء وتطوير القدرات الشبابية,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,4,both
شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,Private company,Medium class C,makkah,JEDDAH...,9900,Full Time,7,M
شركة خدمة الربط لتقنية المعلومات,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,F
شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,Private company,Medium class C,makkah,JEDDAH...,9900,Full Time,7,M
شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,Private company,Medium class C,makkah,JEDDAH...,9900,Full Time,7,M
شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,Private company,Medium class C,makkah,JEDDAH...,9900,Full Time,7,M
شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,Private company,Medium class C,makkah,JEDDAH...,9900,Full Time,7,M
شركة هادية عبداللطيف جميل لتجارة المواد الغذائية,Private company,Medium class A,makkah,JEDDAH...,5500,Full Time,2,both
شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,Private company,Medium class C,makkah,JEDDAH...,9900,Full Time,10,M
شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,Private company,Medium class C,makkah,JEDDAH...,9900,Full Time,10,M
شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,Private company,Medium class B,makkah,MAKKAH AL...,4000,Full Time,0,M
شركة الهديل الدولية للتجارة,Private company,Small class B,makkah,JEDDAH...,6500,Full Time,2,F
فندق فيو الشاطيء الفندقية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,M
مؤسسة وسق لتنظيم المعارض والمؤتمرات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,both
شركة فنون التعبئة للمنتجات الغذائية,Private company,Small class B,makkah,JEDDAH...,6000,Full Time,2,both
مصنع غربله لمواد البناء,Private company,Medium class A,makkah,JEDDAH...,4408,Full Time,0,F
مركز الراحة للحجامة,Private company,Small class B,Al-Qassim,UNAYZAH...,7000,Full Time,2,both
مركز الراحة للحجامة,Private company,Small class B,Al-Qassim,UNAYZAH...,5000,Full Time,0,both
مكتب سيجما الكفاءات للاستقدام,Private company,Small class A,makkah,JEDDAH...,5000,Full Time,2,both
مكتب سيجما الكفاءات للاستقدام,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,both
مؤسسة ذوق الخيال للملتقيات والمعارض,Private company,Small class A,Riyadh,AL HAIR...,6000,Full Time,0,both
شركة الهديل الدولية للتجارة,Private company,Small class B,makkah,JEDDAH...,6500,Full Time,2,F
مؤسسة قدور نجد لخدمات الاعاشة,Private company,Medium class B,makkah,JEDDAH...,4000,Full Time,0,both
مؤسسة قدور نجد لخدمات الاعاشة,Private company,Medium class B,makkah,JEDDAH...,7500,Full Time,0,both
محل افاق الاعتماد للتجارة,Private company,Small class B,almintaqat alsharqia,ABRAQIYAH...,4000,Full Time,2,both
وكالة الرؤية الرقمية للدعاية والاعلان,Private company,Small class A,almintaqat alsharqia,SAYHAT...,4000,Full Time,0,M
مقهى زاوية روزا لتقديم المشروبات,Private company,Small class A,Hail,HAIL...,4000,Full Time,0,both
شقق احلى الايام للوحدات السكنية المفروشة,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,M
مؤسسة الروشنة للعطور,Private company,Small class B,almintaqat alsharqia,AL HUFUF...,6000,Full Time,0,F
مكتب معاذ احمد علي القحطاني للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,2,both
مركز عوامل النجاح ضيافة الأطفال الأهلية,Private company,Small class A,Riyadh,AR RIYADH...,4600,Full Time,0,F
شركة السبع سنابل (شركة شخص واحد),Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,2,M
شركة السبع سنابل (شركة شخص واحد),Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,0,M
مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,Private company,Small class B,Riyadh,AD DAMMAM...,4000,Full Time,2,both
مؤسسة ربيع محمد صلاح الدين معاد للتجارة,Private company,Small class A,makkah,JEDDAH...,4900,Full Time,0,M
شركة ايوان المذاق للتجارة شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,F
شركة التناسق الطبية,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,F
شركة كيان المدينة الطبي شركة شخص واحد,Private company,Small class B,almadinat almunawara,ABU KABIR...,4500,Full Time,2,F
شركة أليفة للتجارة,Private company,Medium class B,Riyadh,AR RIYADH...,5500,Full Time,0,both
شركة الإنشاءات السعودية,Private company,Small class B,Riyadh,ABA ASLAB...,7000,Full Time,2,M
مجموعة عبدالمجيد صالح القرشي للمحاماة,Private company,Small class B,makkah,MAKKAH AL...,5500,Full Time,2,M
جمعية الصفا الخيرية بصفوى,Private company,Small class B,almintaqat alsharqia,ABRAQIYAH...,6000,Full Time,0,both
مجموعة رمز للاستشارات المهنية,Private company,Medium class A,makkah,JEDDAH...,4500,Full Time,4,M
مدارس سفراء المستقبل الاهلية,Private company,Small class B,makkah,JEDDAH...,3000,Full Time,0,M
جمعية ريادة لبناء وتطوير القدرات الشبابية,Private company,Small class A,makkah,MAKKAH AL...,6000,Full Time,4,both
شركة مدينه الاواني للصناعة,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,M
شركة مدينه الاواني للصناعة,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,M
شركة خالد آرت المحدودة شركة شخص واحد,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,2,M
مخابز اجياد الشرق,Private company,Small class B,almintaqat alsharqia,SAYHAT...,4000,Full Time,0,both
مكتب تصميم المشاريع للاستشارات الهندسية,Private company,,almintaqat alsharqia,AD DAMMAM...,12400,Full Time,7,M
مكتب هيثم حسين الناصرللمحاسبة والمراجعة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,6000,Full Time,0,F
شركة فيض الغذاء المحدودة شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,4200,Full Time,0,both
شركة المهندس نزار الكردي الملي للاستشارات الهندسية شركة مهنية,Private company,Small class B,Al-Qassim,BURAYDAH...,4000,Remote work,0,both
شركة تقنية السلامة البيئية للخدمات المتخصصة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,5000,Full Time,0,M
مؤسسة ركن تزويد التجارية,Private company,Small class B,Al-Qassim,BURAYDAH...,4000,Full Time,0,M
مؤسسة كعك وكيك التجارية,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,F
مركز لعبه وقلم التجاري,Private company,Small class B,makkah,JEDDAH...,3500,Full Time,0,F
شركة نجمة العالم للتجارة,Private company,Medium class A,almintaqat alsharqia,AD DAMMAM...,6021,Full Time,0,both
شركة أطباء الشفاء الطبية شركة شخص واحد,Private company,Small class B,almintaqat alsharqia,ABRAQIYAH...,7000,Full Time,0,F
مؤسسة زيتية للتجارة,Private company,Small class A,Riyadh,AR RIYADH...,4500,Full Time,0,both
شركة بوركت للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,4,both
شركة بوركت للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,4,both
شركة المخابز العربية المحدودة,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,0,both
شركة بوركت للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,4,both
مطاعم اطلال شامية للوجبات السريعة,Private company,Small class B,almintaqat alsharqia,AL QATIF...,7500,Full Time,4,both
مصنع سندس الديباجه للأقمشه والملابس,Private company,Medium class B,Riyadh,AL KHARJ...,4000,Full Time,0,F
شركة بوركت للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,4,both
شركة عنان للخدمات الغذائية,Private company,Small class B,almintaqat alsharqia,AL JUBAIL...,4000,Full Time,0,both
شركة قولدن سنت,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,9259,Full Time,2,both
مؤسسة شفياء مسعود مبارك القحطاني للنقليات,Private company,Small class A,Riyadh,ABA ASLAB...,4000,Remote work,0,both
شركة نجد للمقاولات شركة شخص واحد,Private company,Medium class A,Riyadh,ABA ASLAB...,12000,Full Time,7,M
شركة بيت التنور الشرقي التجارية,Private company,Medium class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,both
شركة بيت التنور الشرقي التجارية,Private company,Medium class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,both
مكتب الحلول المكانية للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,0,both
مكتب الحلول المكانية للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة مجحد للالمنيوم شركة شخص واحد,Private company,Small class A,almintaqat alsharqia,AL MUBARR...,4000,Full Time,0,F
شركة بصمة الاعمار للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة بصمة الاعمار للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة بصمة الاعمار للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة مركز خدمات الدانه الحديث للولائم والحفلات,Private company,Small class B,almintaqat alsharqia,DHAHRAN...,4000,Full Time,0,F
مؤسسة خط الاجهزه للتجارة,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,2,M
مؤسسة خط الاجهزه للتجارة,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,2,M
مؤسسة السعوديه العربيه لتقنية المعلومات والاتصالات,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,2,M
شركة النجمة الذهبية للتبريد والتكييف شركة شخص واحد,Private company,Small class B,almintaqat alsharqia,AL HUFUF...,4000,Full Time,2,F
شركة النجمة الذهبية للتبريد والتكييف شركة شخص واحد,Private company,Small class B,almintaqat alsharqia,AL HUFUF...,4000,Full Time,2,F
شركة كوكب آخر لتقديم الوجبات,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
مؤسسة الاتقان للتطوير العقاري,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
مؤسسة الاتقان للتطوير العقاري,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
شركة وادي منى التجارية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة خيارات بلس للخدمات التجارية (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,0,F
شركة خيارات بلس للخدمات التجارية (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,0,both
مقهى ذات الشعر الأحمر لتقديم المشروبات,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
مطعم الاوراق الخضر لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,0,both
مطعم الاوراق الخضر لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,0,both
مطعم الاوراق الخضر لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,0,F
مطعم الاوراق الخضر لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,2,both
مؤسسة مذاق الحورية التجارية,Private company,Small class B,Al-Baha,BANI SAR...,4000,Full Time,0,both
شركة جلورك الدولية للتشغيل والصيانة شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
شركة وقت الرياضي,Private company,Small class A,makkah,AL HAWIYA...,4000,Full Time,0,M
مؤسسة صفوة الأيدي للمقاولات العامة,Private company,Small class A,almintaqat alsharqia,DHAHRAN...,7000,Full Time,0,F
الشركة السعودية الاماراتية للنقل المتكامل المحدودة,Private company,Great,Riyadh,AR RIYADH...,6005,Full Time,2,M
شركة قار المعمار للاستشارات الهندسية,Private company,Small class A,almadinat almunawara,AL MADINA...,5000,Full Time,2,F
مؤسسة خالد عواض اللحياني للمقاولات,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,0,F
شركة اوغاريت كو للمواد الغذائية,Private company,Medium class A,makkah,JEDDAH...,5000,Full Time,0,both
شركة الرعاية الحديثة للتشغيل والصيانة (شركة شخص واحد),Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,2,F
مكتب نوف خالد اليحي للمحاماة,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,0,F
شركة تقنية الدواجن والألبان للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,7000,Full Time,0,both
